ArealAttributionType,PoliceDistrict,PoliceMerhav,PoliceStation,Settlement_Council,StatArea,Quarter,StatisticCrimeGroup,StatisticCrimeType,TikimSum
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2020-Q4,עבירות מרמה,מרמה ועושק,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2020-Q4,עבירות מרמה,עבירות הנוגעות לכרטיסי חיוב,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2020-Q4,עבירות מרמה,שאר עבירות מרמה,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2020-Q4,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,5
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2020-Q4,עבירות סדר ציבורי,איומים,7
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2020-Q4,עבירות סדר ציבורי,הסגות גבול,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2020-Q4,עבירות סדר ציבורי,הפצת מחלות מין ומחלות אחרות,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2020-Q4,עבירות סדר ציבורי,התקהלות או התאגדות,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2020-Q4,עבירות סדר ציבורי,"מטרד, רעש וחסימת דרך",1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2020-Q4,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2020-Q4,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,5
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2020-Q4,עבירות סדר ציבורי,עבירות סדר ציבורי,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2020-Q4,עבירות סדר ציבורי,תקיפת והכשלת שוטר,5
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2020-Q4,עבירות רשוי,"מלאכות,תעשיות,עסקים",1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2020-Q4,עבירות רשוי,עבירות תעבורה,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2020-Q4,קבוצת כל השאר,סטיסטי כל השאר,5
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2020-Q4,שאר עבירות,שאר עבירות,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,סעיפי הגדרה,סעיפי הגדרה,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות בטחון,"(עבירות אמל""ח (אמצעי לחימה",3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות בטחון,השלכת בקבוק תבערה - בטחון,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות בטחון,ידוי אבנים,9
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות בטחון,עבירות אחרות כלפי בטחון,6
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות בטחון,עבירות בטחון,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות כלפי המוסר,"סחר,יבוא ויצוא סמים",2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות כלפי המוסר,שמוש בסמים מסוכנים,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות כלפי הרכוש,גניבות אחרות,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות כלפי הרכוש,גניבת חלקי רכב,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,12
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות כלפי הרכוש,התפרצות לבתי עסק ומוסדות,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות כלפי הרכוש,מניעת גניבות כלי רכב,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות כלפי הרכוש,סחר והחזקה בחלקי רכב גנובים,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות כלפי הרכוש,עבירות נגד המחשב,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות כלפי הרכוש,קבלת רכוש גנוב,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות מין,הטרדה מינית,4
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות מרמה,זיוף כסף ובולים,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות מרמה,זיוף מסמכים והפצתם,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות מרמה,שאר עבירות מרמה,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות נגד אדם,נסיון לרצח,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות נגד אדם,עבירות אחרות כלפי חיי אדם,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,10
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות נגד גוף,חבלה גופנית חמורה,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות נגד גוף,עבירות נגד גוף,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות נגד גוף,רשלנות ופחזות פלילית,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות סדר ציבורי,איומים,8
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות סדר ציבורי,הסגות גבול,4
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,8
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,9
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות סדר ציבורי,עבירות סדר ציבורי,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות סדר ציבורי,פגיעה בפרטיות,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות סדר ציבורי,תקיפת והכשלת שוטר,4
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות רשוי,אחרים,4
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות רשוי,"מלאכות,תעשיות,עסקים",1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות רשוי,עינוגים ושעשועים צבוריים,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,עבירות תנועה,עבירות טכניות,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q1,קבוצת כל השאר,סטיסטי כל השאר,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,סעיפי הגדרה,סעיפי הגדרה,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות בטחון,"(עבירות אמל""ח (אמצעי לחימה",1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות בטחון,השלכת בקבוק תבערה - בטחון,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות בטחון,ידוי אבנים,18
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות בטחון,עבירות אחרות כלפי בטחון,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות כלפי המוסר,"גידול,ייצור והפקת-סמים",1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות כלפי המוסר,החזקת סמים שלא לצריכה עצמית,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות כלפי המוסר,"סחר,יבוא ויצוא סמים",1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות כלפי המוסר,שמוש בסמים מסוכנים,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות כלפי הרכוש,גניבות אחרות,8
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות כלפי הרכוש,גניבת חלקי רכב,4
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,14
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות כלפי הרכוש,החזקת רכוש גנוב,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות כלפי הרכוש,הצתה,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות כלפי הרכוש,התפרצות לבית דירה,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות כלפי הרכוש,התפרצות לבתי עסק ומוסדות,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות כלפי הרכוש,כייסות,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות כלפי הרכוש,סחיטה,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות כלפי הרכוש,סחר והחזקה בחלקי רכב גנובים,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות מרמה,מרמה ועושק,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות מרמה,עבירות הנוגעות לכרטיסי חיוב,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות מרמה,שאר עבירות מרמה,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,7
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות נגד גוף,חבלה גופנית חמורה,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות סדר ציבורי,איומים,14
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות סדר ציבורי,הסגות גבול,7
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות סדר ציבורי,התקהלות או התאגדות,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,7
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,10
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות סדר ציבורי,עבירות סדר ציבורי,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות סדר ציבורי,תקיפת והכשלת שוטר,9
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,עבירות רשוי,אחרים,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,קבוצת כל השאר,סטיסטי כל השאר,9
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q2,שאר עבירות,שאר עבירות,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,סעיפי הגדרה,סעיפי הגדרה,5
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות בטחון,"(עבירות אמל""ח (אמצעי לחימה",6
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות בטחון,השלכת בקבוק תבערה - בטחון,12
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות בטחון,ידוי אבנים,15
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות בטחון,עבירות אחרות כלפי בטחון,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות בטחון,עבירות על חוקי חרום,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות כלפי המוסר,שמוש בסמים מסוכנים,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות כלפי הרכוש,גניבות אחרות,7
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות כלפי הרכוש,גניבת חלקי רכב,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,14
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות כלפי הרכוש,הצתה על רקע לאומני,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות כלפי הרכוש,סחיטה,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות כלפי הרכוש,עבירות נגד המחשב,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות מין,הטרדה מינית,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות מרמה,מרמה ועושק,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות מרמה,עבירות הנוגעות לכרטיסי חיוב,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות מרמה,עבירות מרמה,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,8
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות נגד גוף,חבלה גופנית חמורה,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות נגד גוף,עבירות נגד גוף,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות נגד גוף,רשלנות ופחזות פלילית,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות סדר ציבורי,איומים,8
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות סדר ציבורי,הסגות גבול,7
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות סדר ציבורי,התקהלות או התאגדות,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות סדר ציבורי,"מטרד, רעש וחסימת דרך",1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות סדר ציבורי,ספסרות בכרטיסי מופעים,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,5
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,4
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות סדר ציבורי,עבירות סדר ציבורי,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות סדר ציבורי,פגיעה בפרטיות,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות סדר ציבורי,תקיפת והכשלת שוטר,4
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות רשוי,אחרים,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת עציון יהודה,מועצה אזורית גוש עציון,,2021-Q3,עבירות רשוי,עבירות נגד הסביבה,1
