ArealAttributionType,PoliceDistrict,PoliceMerhav,PoliceStation,Settlement_Council,StatArea,Quarter,StatisticCrimeGroup,StatisticCrimeType,TikimSum
"תיקים בטריטוריית תחנה שלא שוייכו לאזור סטטיסטי, או לישוב/מועצה",מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,,,2021-Q2,,,1
"תיקים בטריטוריית תחנה שלא שוייכו לאזור סטטיסטי, או לישוב/מועצה",מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,,,2021-Q3,,,2
"תיקים בטריטוריית תחנה שלא שוייכו לאזור סטטיסטי, או לישוב/מועצה",מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,,,2021-Q4,,,2
"תיקים בטריטוריית תחנה שלא שוייכו לאזור סטטיסטי, או לישוב/מועצה",מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,,,2022-Q1,,,1
"תיקים בטריטוריית תחנה שלא שוייכו לאזור סטטיסטי, או לישוב/מועצה",מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,,,2022-Q2,,,2
"תיקים בטריטוריית תחנה שלא שוייכו לאזור סטטיסטי, או לישוב/מועצה",מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,,,2022-Q4,,,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,ישוב פלסטיני,,2018-Q1,,,575
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,ישוב פלסטיני,,2018-Q2,,,261
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,ישוב פלסטיני,,2018-Q3,,,218
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,ישוב פלסטיני,,2018-Q4,,,241
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,ישוב פלסטיני,,2019-Q1,,,427
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,ישוב פלסטיני,,2019-Q2,,,288
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,ישוב פלסטיני,,2019-Q3,,,277
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,ישוב פלסטיני,,2019-Q4,,,237
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,ישוב פלסטיני,,2020-Q1,,,353
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,ישוב פלסטיני,,2020-Q2,,,183
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,ישוב פלסטיני,,2020-Q3,,,197
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,ישוב פלסטיני,,2020-Q4,,,162
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,ישוב פלסטיני,,2021-Q1,,,204
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,ישוב פלסטיני,,2021-Q2,,,280
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,ישוב פלסטיני,,2021-Q3,,,222
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,ישוב פלסטיני,,2021-Q4,,,178
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,ישוב פלסטיני,,2022-Q1,,,310
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,ישוב פלסטיני,,2022-Q2,,,227
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,ישוב פלסטיני,,2022-Q3,,,158
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,ישוב פלסטיני,,2022-Q4,,,220
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,ישוב פלסטיני,,2023-Q1,,,218
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות בטחון,עבירות אחרות כלפי בטחון,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות בטחון,עבירות על חוקי חרום,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות כלפי המוסר,שמוש בסמים מסוכנים,12
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות כלפי הרכוש,גניבה מתוך רכב,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות כלפי הרכוש,גניבות אחרות,6
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות כלפי הרכוש,גניבת חלקי רכב,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,6
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות כלפי הרכוש,החזקת רכוש גנוב,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות כלפי הרכוש,התפרצות לבית דירה,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות כלפי הרכוש,התפרצות לבתי עסק ומוסדות,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות כלפי הרכוש,קבלת רכוש גנוב,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות כלפי הרכוש,תקיפה לשם גניבה,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות מרמה,זיוף מסמכים והפצתם,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות מרמה,עבירות הנוגעות לכרטיסי חיוב,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות מרמה,עבירות מרמה,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות מרמה,שאר עבירות מרמה,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות נגד אדם,נסיון לרצח,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות נגד אדם,עבירות אחרות כלפי חיי אדם,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,6
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות סדר ציבורי,איומים,4
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות סדר ציבורי,הסגות גבול,14
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות סדר ציבורי,התקהלות או התאגדות,4
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,11
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות סדר ציבורי,עבירות סדר ציבורי,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,עבירות סדר ציבורי,תקיפת והכשלת שוטר,4
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q1,שאר עבירות,שאר עבירות,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות בטחון,ידוי אבנים,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות בטחון,עבירות אחרות כלפי בטחון,6
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות בטחון,עבירות על חוקי חרום,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות כלפי המוסר,שמוש בסמים מסוכנים,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות כלפי הרכוש,גניבות אחרות,4
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות כלפי הרכוש,גניבות חקלאיות,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות כלפי הרכוש,גניבת חלקי רכב,4
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,6
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות כלפי הרכוש,החזקת רכוש גנוב,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות כלפי הרכוש,התפרצות לבתי עסק ומוסדות,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות כלפי הרכוש,קבלת רכוש גנוב,4
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות מרמה,זיוף מסמכים והפצתם,4
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות מרמה,שאר עבירות מרמה,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,4
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות נגד גוף,עבירות נגד גוף,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות נגד גוף,רשלנות ופחזות פלילית,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות נגד גוף,תקיפת עובדי צבור בתפקיד,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות סדר ציבורי,איומים,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות סדר ציבורי,הסגות גבול,6
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות סדר ציבורי,"מטרד, רעש וחסימת דרך",1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,11
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות סדר ציבורי,עבירות סדר ציבורי,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות סדר ציבורי,קטטות והפרעות ברחובות,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,עבירות רשוי,אחרים,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,קבוצת כל השאר,סטיסטי כל השאר,6
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q2,שאר עבירות,שאר עבירות,6
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות בטחון,ידוי אבנים,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות בטחון,עבירות אחרות כלפי בטחון,5
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות בטחון,עבירות על חוקי חרום,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות כלפי המוסר,שמוש בסמים מסוכנים,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות כלפי הרכוש,גניבות אחרות,4
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות כלפי הרכוש,גניבת חלקי רכב,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,4
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות כלפי הרכוש,החזקת רכוש גנוב,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות כלפי הרכוש,הצתה,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות כלפי הרכוש,התפרצות לבית דירה,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות כלפי הרכוש,התפרצות לבתי עסק ומוסדות,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות כלפי הרכוש,סחיטה,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות כלפי הרכוש,עבירות כלפי הרכוש,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות מרמה,זיוף מסמכים והפצתם,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות מרמה,עבירות הנוגעות לכרטיסי חיוב,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות מרמה,שאר עבירות מרמה,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות סדר ציבורי,איומים,7
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות סדר ציבורי,הסגות גבול,4
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,9
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות סדר ציבורי,עבירות סדר ציבורי,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,עבירות סדר ציבורי,פגיעה בפרטיות,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,קבוצת כל השאר,סטיסטי כל השאר,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q3,שאר עבירות,שאר עבירות,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q4,עבירות בטחון,ידוי אבנים,5
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q4,עבירות בטחון,עבירות אחרות כלפי בטחון,5
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q4,עבירות כלפי המוסר,שמוש בסמים מסוכנים,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q4,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q4,עבירות כלפי הרכוש,גניבות אחרות,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q4,עבירות כלפי הרכוש,גניבת חלקי רכב,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q4,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,6
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q4,עבירות כלפי הרכוש,מניעת גניבות כלי רכב,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q4,עבירות כלפי הרכוש,קבלת רכוש גנוב,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q4,עבירות מרמה,זיוף מסמכים והפצתם,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q4,עבירות מרמה,מרמה ועושק,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q4,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q4,עבירות נגד גוף,תקיפת עובדי צבור בתפקיד,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q4,עבירות סדר ציבורי,איומים,4
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q4,עבירות סדר ציבורי,הסגות גבול,7
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q4,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,13
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q4,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q4,עבירות סדר ציבורי,עבירות סדר ציבורי,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2018-Q4,שאר עבירות,שאר עבירות,3
